,users,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
249,249,,,,,-8.312000000000001,,1.25,6.906000000000001,,,,,-2.625,,2.25,-0.6559999999999999,9.562000000000001,-4.5,1.531,5.031000000000001,7.062,3.625,2.406,-3.312,5.593999999999999,3.188,6.188,4.531000000000001,6.843999999999999,3.625,7.312,7.843999999999999,5.25,3.875,9.687999999999999,-1.25,4.468999999999999,2.969,4.125,4.281000000000001,3.75,5.281000000000001,-1.75,1.188,3.188,4.343999999999999,6.218999999999999,3.031,6.906000000000001,5.375,3.375,2.969,9.375,6.968999999999999,-3.656,5.968999999999999,-2.594,-2.5,2.562,-2.062,6.281000000000001,4.781000000000001,4.968999999999999,5.75,4.718999999999999,5.75,3.938,5.125,8.5,3.344,3.188,3.75,4.562,2.938,4.093999999999999,2.875,8.562000000000001,2.594,6.781000000000001,4.188,6.593999999999999,3.875,6.968999999999999,1.906,3.406,7.062,3.344,3.312,7.031000000000001,2.875,3.562,2.688,4.5,5.188,1.844,5.968999999999999,4.093999999999999,7.5,3.5,7.062
250,250,,,,,1.156,,4.312,-2.375,,,,,6.438,,2.312,7.062,3.0,0.125,-0.7190000000000001,1.094,-4.5,-3.281,2.312,-2.0,-3.344,-2.031,5.343999999999999,-2.375,6.468999999999999,-1.875,2.312,4.656000000000001,2.406,-3.562,-5.156000000000001,7.188,-0.9690000000000001,5.343999999999999,0.9059999999999999,6.062,-3.531,1.4380000000000002,3.844,4.156000000000001,0.406,-2.312,-2.812,2.594,1.406,4.156000000000001,3.219,5.312,5.156000000000001,5.125,-5.406000000000001,2.312,3.531,-0.812,5.625,8.844,1.281,-4.625,5.218999999999999,4.25,-2.781,4.688,0.125,3.594,3.406,-0.6559999999999999,-4.938,2.656,3.219,2.531,-5.562,-1.125,-3.125,-2.469,2.281,-4.875,7.718999999999999,-4.093999999999999,-0.21899999999999997,1.125,5.0,6.688,4.562,-1.594,4.843999999999999,5.343999999999999,-4.25,-3.438,2.625,6.5,-3.5,4.281000000000001,2.188,-2.438,0.344,-4.343999999999999
251,251,,,,,-1.75,,-2.719,-8.781,,,,,-3.406,,-2.688,-2.875,2.625,-6.0,-6.531000000000001,-4.5,,,,,,,1.156,,-1.469,,-2.844,0.75,,,1.031,-1.469,,,,,,,,,,,,,,0.5,,,-2.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.062,,,,,,-3.594,,,,,,,,,,,
253,253,,,,,-4.75,,7.812,4.125,,,,,-5.062,,9.875,-9.844,-9.875,0.312,6.75,9.656,-9.812000000000001,-7.718999999999999,3.219,9.437999999999999,6.781000000000001,-8.25,9.844,6.656000000000001,-9.344,3.188,-7.812,9.656,9.375,9.875,9.719,9.812000000000001,8.219,7.812,5.593999999999999,9.437999999999999,-9.5,-9.75,4.718999999999999,-7.188,1.8119999999999998,-5.625,9.656,7.406000000000001,-1.031,6.25,-9.687999999999999,-8.625,-0.281,9.75,7.468999999999999,5.843999999999999,-5.968999999999999,-6.625,8.562000000000001,9.094,9.719,-0.562,9.5,-9.187999999999999,-9.812000000000001,6.562,9.25,9.844,-4.75,6.843999999999999,-9.437999999999999,2.969,9.75,8.656,-9.906,6.438,7.343999999999999,9.062000000000001,7.625,9.687999999999999,5.875,-8.875,-6.688,7.906000000000001,7.938,9.219,3.875,9.875,7.25,9.219,8.469,4.875,9.687999999999999,8.062000000000001,5.593999999999999,4.718999999999999,8.562000000000001,-6.968999999999999,7.688,-7.531000000000001
254,254,,,,,0.281,,-3.375,0.7190000000000001,,,,,-1.406,,2.906,-2.656,4.656000000000001,-3.312,1.219,0.125,,,,,,,,,1.125,,,,,,,0.312,,,,,,,,,,,,,,0.9059999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.719,,,,-4.093999999999999,,,,,,,,-0.21899999999999997,-3.562,1.25
256,256,,,,,0.375,,0.0,2.625,,,,,5.031000000000001,,-2.188,-4.843999999999999,4.188,-5.593999999999999,-5.875,-3.406,,,,,,,5.406000000000001,,-3.844,,,,,,,1.9380000000000002,,,,,,,,,,,,,,4.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257,,,,,-3.656,,0.188,1.25,,,,,-6.562,,3.344,1.4380000000000002,5.75,-8.156,-3.344,-5.906000000000001,8.75,,,,,2.562,6.343999999999999,,9.125,,7.656000000000001,8.219,,,8.219,9.469,,,3.219,2.094,,4.75,,,,2.75,,-2.625,7.781000000000001,9.562000000000001,,,7.906000000000001,5.812,,5.718999999999999,,,5.218999999999999,8.687999999999999,-0.406,9.531,7.656000000000001,1.344,7.438,8.531,5.312,3.469,8.531,7.156000000000001,,9.719,,,,5.312,,-3.156,3.156,4.438,3.688,6.781000000000001,6.625,4.093999999999999,,,4.468999999999999,5.625,7.843999999999999,,2.344,,3.312,,,,,0.43799999999999994,,-4.906000000000001
258,258,,,,,-9.281,,-9.094,3.156,,,,,-9.875,,0.43799999999999994,-9.375,9.0,-9.156,7.875,-0.156,9.937999999999999,0.5,-6.906000000000001,-8.937999999999999,-1.781,2.5,-9.031,7.281000000000001,8.156,3.531,1.5619999999999998,-4.75,3.625,0.094,8.187999999999999,1.656,-5.156000000000001,0.0,0.938,1.9380000000000002,-4.375,1.6880000000000002,0.406,-8.625,0.469,0.094,1.906,0.21899999999999997,0.8440000000000001,7.5,0.375,1.594,8.219,-7.343999999999999,1.219,2.469,0.531,-1.156,-0.688,0.281,-6.343999999999999,5.312,0.344,0.43799999999999994,4.812,4.5,-2.844,-6.468999999999999,5.593999999999999,6.688,-9.031,3.156,-9.031,-9.25,8.187999999999999,6.312,8.187999999999999,0.312,0.281,7.75,1.781,-8.5,9.781,1.281,-8.5,0.5,6.5,3.375,8.812000000000001,-1.5,1.8119999999999998,6.781000000000001,0.031,0.9059999999999999,-9.875,7.218999999999999,4.156000000000001,2.531,0.312,0.125
259,259,,,,,-9.562000000000001,,-7.468999999999999,-4.656000000000001,,,,,-7.938,,-7.968999999999999,-5.0,-4.281000000000001,-3.125,-5.875,-7.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.719,,-6.656000000000001,-4.75,-5.781000000000001,,-7.062,,,,,,,,,,,,8.469,,,,,,,,,,,
260,260,,,,,1.656,,-0.094,-3.812,,,,,-4.25,,3.094,-5.125,1.719,6.0,3.406,-2.0,,,,,,,-1.625,,-3.438,,,-3.656,,,1.656,-4.406000000000001,,,,,,,,,,,,,-4.75,-3.656,,,-2.719,-3.281,,,,,,,,-1.25,,,,1.375,,3.938,-2.688,,,-4.531000000000001,,,,,,,,,,,,,0.938,,,,2.812,,,,,,,,,,,
261,261,,,,,0.9059999999999999,,-8.719,3.375,,,,,-9.469,,-9.437999999999999,3.938,2.812,-9.656,-9.562000000000001,-9.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268,,,,,9.937999999999999,,9.937999999999999,-3.344,,,,,-9.531,,2.156,4.875,4.75,5.375,9.781,9.937999999999999,,-8.844,,-9.437999999999999,-6.312,,-9.812000000000001,,,-2.406,,8.437999999999999,-7.031000000000001,-7.843999999999999,3.469,-3.5,9.969,,,,6.093999999999999,,,,,,,,,-1.906,,,-8.562000000000001,,,,,,,,,0.688,,,,-4.843999999999999,,-9.031,-9.531,,,-2.625,,,,,,-6.625,,,,,,,,,,,8.344,,,,1.094,,,8.562000000000001,,,,
269,269,,,,,-0.7809999999999999,,-6.843999999999999,-5.531000000000001,,,,,9.969,,-0.9690000000000001,2.344,2.906,-1.875,-2.438,-7.688,,,,,,,,,,,,,,,,,,,,,,,-7.468999999999999,8.25,-2.0,,,,,,-5.438,1.6880000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,270,,,,,-1.3119999999999998,,9.094,1.406,,,,,3.906,,-3.281,4.062,9.656,-1.75,4.312,-3.688,7.843999999999999,,,,,-2.469,5.75,,5.468999999999999,,3.75,6.218999999999999,,,-2.406,-1.906,,,-6.593999999999999,-7.875,,5.188,,,,,,5.968999999999999,4.438,4.688,,,5.156000000000001,5.156000000000001,-7.718999999999999,,-0.875,-0.9690000000000001,5.875,-4.062,-1.969,2.0,8.25,-7.125,4.438,7.938,-5.281000000000001,5.156000000000001,2.75,-5.125,,3.969,,,,,,6.718999999999999,6.812,6.188,-6.968999999999999,,5.281000000000001,,-6.312,-8.156,,,6.062,,,,4.093999999999999,,,,,,,2.625
272,272,,,,,-9.281,,-9.344,-9.406,,,,,-9.344,,-9.437999999999999,-9.312000000000001,-9.156,-1.281,-8.719,-8.812000000000001,1.062,,,,,,0.031,,-4.156000000000001,,-4.343999999999999,-2.156,,,6.25,6.031000000000001,,,,,,3.156,,,,,4.156000000000001,,-6.562,7.125,,,0.188,5.031000000000001,,,,,,,-4.281000000000001,-2.094,,,2.531,1.5619999999999998,,6.0,4.562,,-9.0,-5.062,-6.75,-8.562000000000001,-8.031,-7.656000000000001,-5.093999999999999,,,,,-8.094,0.188,-0.188,,-6.75,-3.156,-4.406000000000001,7.438,-6.688,-0.9059999999999999,6.25,0.594,,0.281,0.21899999999999997,-0.8440000000000001,,-6.156000000000001,
273,273,,,,,3.719,,-3.0,-2.25,,,,,-2.438,,0.531,-5.781000000000001,1.875,-3.969,-7.0,-7.156000000000001,-3.844,,,,,,7.375,,-4.812,,,-9.0,,,-9.187999999999999,1.875,,,,,,,,,,,,,,5.625,,,,,,,,,,,,,,,,,,,,,,1.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,,,,,0.062,,-3.438,3.844,,,,,-6.593999999999999,,-1.656,-3.688,0.344,-3.188,-3.188,-4.0,,-0.188,1.969,-5.062,1.656,,,,,2.875,,,,,,,,,,,,,,,,,,,,5.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.781,,,,,,,,,,,
276,276,,,,,0.312,,0.0,0.375,,,,,0.312,,-0.7809999999999999,-1.062,1.531,0.5,2.312,-0.188,2.156,,,,,,1.5619999999999998,0.125,1.75,,2.156,5.031000000000001,0.594,1.5,2.969,4.531000000000001,1.469,,0.062,,2.312,3.125,1.3119999999999998,-1.281,2.594,-0.938,,1.781,3.469,-0.9690000000000001,,,2.781,2.625,,0.625,,,,,2.781,2.594,,,-0.156,1.75,,2.156,1.969,,,1.906,,,,0.594,,,,,-1.875,,2.531,,,,1.062,0.7190000000000001,2.844,,0.281,,3.656,,,,0.125,,,
277,277,,,,,-2.75,,-2.594,-4.062,,,,,-4.218999999999999,,0.469,0.562,9.219,-4.593999999999999,5.25,3.469,,,,,,,,,,,,,,,,,,,,,,,,-3.656,3.656,,,,,3.938,9.656,1.156,,,6.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,,,,,-10.0,,-10.0,-10.0,,,,,-10.0,,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-10.0,-10.0,-10.0,,,-10.0,-10.0,,,-10.0,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,
280,280,,,,,-0.344,,-9.375,-6.968999999999999,,,,,-9.594,,8.25,-8.0,-6.781000000000001,-3.031,2.688,-2.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.218999999999999,3.25,,-5.593999999999999,2.875,6.906000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,,,,,-7.0,,-7.0,3.125,,,,,-4.406000000000001,,-4.406000000000001,-7.5,-3.594,-8.312000000000001,-8.312000000000001,-6.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.656,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,0.125,2.312,,-4.562,,-0.9059999999999999,,,,,,,,,,,,,,,,
283,283,,,,,-1.719,,3.594,6.688,,,,,-1.4380000000000002,,7.218999999999999,-6.781000000000001,-4.781000000000001,-4.906000000000001,1.594,1.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.062000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.218999999999999,,,,,5.156000000000001,,,,,3.594,,,-6.188,4.843999999999999,
284,284,,,,,-4.125,,-4.562,4.906000000000001,,,,,6.031000000000001,,7.093999999999999,-1.5619999999999998,5.625,5.468999999999999,-2.031,-1.406,3.344,0.9690000000000001,0.312,2.531,5.5,3.344,6.75,-0.25,6.343999999999999,5.0,6.75,5.406000000000001,-2.562,4.5,5.531000000000001,6.625,5.343999999999999,5.625,4.406000000000001,3.625,7.093999999999999,4.188,8.312000000000001,3.375,3.531,3.344,5.406000000000001,-1.4380000000000002,4.812,5.656000000000001,3.25,5.188,5.531000000000001,2.75,-8.469,1.469,6.093999999999999,6.656000000000001,5.093999999999999,0.875,6.218999999999999,-5.562,3.344,6.468999999999999,7.156000000000001,9.562000000000001,2.812,-3.531,5.438,4.406000000000001,5.062,3.281,3.938,4.906000000000001,6.031000000000001,3.188,6.156000000000001,2.469,2.844,4.093999999999999,6.312,3.781,4.843999999999999,-1.844,6.468999999999999,3.125,5.218999999999999,4.25,-2.625,5.188,6.875,1.406,4.375,4.281000000000001,5.438,4.5,4.625,5.562,-1.469,3.219
290,290,,,,,-6.031000000000001,,-7.312,0.031,,,,,-0.156,,-0.125,0.125,9.281,-7.062,0.281,-5.031000000000001,8.937999999999999,9.656,9.469,5.688,9.781,9.875,5.688,-4.188,1.344,9.625,7.843999999999999,4.968999999999999,8.281,9.562000000000001,6.062,3.719,9.687999999999999,9.687999999999999,9.594,9.5,8.875,9.437999999999999,9.781,9.437999999999999,9.781,9.687999999999999,-5.375,9.625,9.719,4.031000000000001,9.625,9.437999999999999,7.812,8.094,9.187999999999999,9.531,9.219,8.75,9.719,9.719,9.594,8.812000000000001,-7.688,9.312000000000001,9.25,9.5,9.469,8.937999999999999,9.625,9.312000000000001,-8.062000000000001,9.062000000000001,9.687999999999999,-9.531,8.281,9.812000000000001,9.656,9.312000000000001,8.281,9.75,9.937999999999999,9.656,9.312000000000001,8.906,9.656,9.281,8.656,9.219,5.0,9.531,9.781,9.781,9.687999999999999,9.437999999999999,9.469,9.375,9.656,9.812000000000001,9.469,9.5
292,292,,,,,-0.531,,6.0,-6.468999999999999,,,,,5.375,,6.188,-2.125,6.688,-5.688,7.343999999999999,7.156000000000001,,,,,,,,,3.219,,,0.312,,,9.875,,,,,,,,,,,,,,,9.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281,,,,,,,,,,,
294,294,,,,,2.5,,-9.5,-2.969,,,,,-2.344,,-9.781,-9.656,9.719,-8.469,4.281000000000001,-8.187999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.593999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,296,,,,,0.43799999999999994,,-4.718999999999999,-0.5,,,,,0.9690000000000001,,1.469,-2.594,2.219,1.031,3.469,0.43799999999999994,2.281,4.906000000000001,-1.125,-1.031,-0.43799999999999994,1.625,2.0,2.75,1.75,2.406,1.4380000000000002,5.125,,3.062,1.3119999999999998,1.281,1.125,1.75,2.562,1.594,2.156,1.75,0.375,0.312,1.906,2.719,3.438,2.094,3.5,3.719,,-0.75,2.844,0.5,1.125,3.5,-0.9690000000000001,,4.156000000000001,2.281,3.281,3.438,1.469,,2.594,3.594,1.531,1.594,2.156,2.25,2.125,3.312,3.906,,,2.938,5.125,1.375,,1.844,4.906000000000001,1.375,1.531,2.531,2.438,1.5,2.625,2.719,2.781,0.344,4.218999999999999,0.8440000000000001,1.75,1.594,2.688,3.25,3.375,1.4380000000000002,2.375,0.531
298,298,,,,,-6.031000000000001,,3.781,-9.812000000000001,,,,,-8.812000000000001,,4.688,-4.656000000000001,7.468999999999999,3.312,3.344,7.188,9.187999999999999,,,,,9.469,9.719,9.187999999999999,9.937999999999999,,9.094,9.344,,9.344,9.906,8.531,9.344,9.187999999999999,8.844,,,9.25,6.062,-9.812000000000001,9.187999999999999,9.312000000000001,9.531,8.687999999999999,-6.781000000000001,7.843999999999999,,,8.906,8.875,,9.25,,,,,9.531,9.219,,,9.531,9.875,,9.75,9.437999999999999,,,9.719,,4.812,6.938,9.437999999999999,,9.312000000000001,-7.968999999999999,,8.781,,9.281,-5.656000000000001,,,9.406,5.906000000000001,9.0,,9.594,9.5,8.875,-7.125,9.219,9.094,-8.5,,,
299,299,,,,,1.4380000000000002,,-2.844,5.093999999999999,,,,,5.093999999999999,,-3.375,4.562,-0.7190000000000001,3.0,0.344,-1.781,-0.5,3.312,2.219,4.438,-2.219,,5.125,,3.781,0.031,0.812,5.656000000000001,-2.906,1.469,5.656000000000001,3.812,-0.188,,,,-1.469,2.656,,,,,1.25,1.781,4.343999999999999,5.688,,,-1.719,0.812,,-0.125,,,,,1.969,6.062,,,-2.469,-0.938,,6.093999999999999,-1.25,,,0.375,,,,2.844,,,,,3.188,,-5.156000000000001,,,0.9690000000000001,2.125,0.688,7.468999999999999,,-1.5619999999999998,0.75,6.0,,,,,,,
300,300,,,,,-4.906000000000001,,-5.312,-5.438,,,,,-3.75,,4.218999999999999,6.031000000000001,5.656000000000001,5.438,5.875,5.375,3.0,6.75,5.281000000000001,-3.688,7.093999999999999,9.594,2.062,4.875,2.25,4.562,9.406,4.438,6.688,6.438,3.094,4.625,-7.218999999999999,4.593999999999999,6.968999999999999,7.218999999999999,-0.8440000000000001,9.562000000000001,5.406000000000001,-2.469,3.188,8.687999999999999,6.062,4.875,4.218999999999999,3.969,5.843999999999999,6.062,4.062,5.938,6.343999999999999,3.75,4.968999999999999,6.312,-2.719,2.344,5.593999999999999,5.343999999999999,3.125,-2.938,9.344,5.25,3.188,3.562,5.156000000000001,4.0,7.031000000000001,3.375,0.688,0.562,3.906,0.062,3.906,0.43799999999999994,1.8119999999999998,5.906000000000001,5.531000000000001,-1.469,9.219,4.781000000000001,5.718999999999999,2.25,3.719,1.781,0.5,-4.031000000000001,3.062,6.688,4.531000000000001,4.531000000000001,3.531,-1.469,5.625,7.25,2.156,6.062
301,301,,,,,-5.75,,-8.812000000000001,0.8440000000000001,,,,,-0.75,,-6.312,6.5,1.062,1.3119999999999998,-1.875,-5.406000000000001,,,,,,,4.688,,8.719,,,2.469,,,3.031,-0.938,,,,,,,,,,,,,-1.156,6.593999999999999,,,9.469,0.8440000000000001,,,,,,,,-5.0,1.062,-3.75,,1.969,-7.25,-3.281,,4.593999999999999,3.531,,-2.406,-3.656,-2.375,2.5,2.812,,0.156,,,3.094,,,,,,,4.438,,,,7.75,,,,,,,
302,302,,,,,4.375,,0.75,4.312,,,,,2.469,,3.969,-2.781,6.375,-0.9059999999999999,-0.5,-4.781000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.438,-1.094,,,,,,,,,,,,,,
304,304,,,,,0.25,,-4.156000000000001,2.562,,,,,-2.812,,6.031000000000001,6.938,3.25,-0.812,-2.062,-3.969,,,,,,,5.468999999999999,,8.031,,,-1.344,,,2.125,0.8440000000000001,,,,,,,,,,,,,,6.656000000000001,,,,,,,,,,,,4.843999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,5.218999999999999,-4.0,,,,,,,,3.625,3.656,5.25
305,305,,,,,-8.5,,-9.812000000000001,-9.875,,,,,-9.812000000000001,,-9.687999999999999,-9.812000000000001,-9.75,-8.562000000000001,-8.375,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.875,,,,,,,,,,,
306,306,,,,,5.593999999999999,,-2.75,4.0,,,,,-3.469,,-7.718999999999999,-7.75,7.031000000000001,-6.688,8.656,-0.406,,-6.968999999999999,-0.562,-5.75,-4.812,,,,6.875,,,,,,,8.531,,,,,,,,,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,308,,,,,-3.969,,-9.219,-9.125,,,,,8.125,,8.594,-8.531,6.593999999999999,-5.218999999999999,6.5,-9.594,,,,,,,8.281,,6.531000000000001,-8.625,,,5.375,,,8.687999999999999,,,,,-9.281,,-8.969,,,,,,,9.312000000000001,5.75,8.344,,,7.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,310,,,,,4.906000000000001,,-2.406,7.593999999999999,,,,,7.343999999999999,,9.687999999999999,1.0,-1.031,-9.625,-3.562,2.281,9.687999999999999,4.875,-1.8119999999999998,9.562000000000001,8.781,9.125,-5.375,9.812000000000001,9.344,2.281,7.375,8.937999999999999,-7.875,2.906,9.375,7.781000000000001,8.625,8.75,6.938,3.719,-9.906,-9.625,8.625,-5.718999999999999,-7.812,-9.281,9.156,-6.281000000000001,9.469,9.781,-5.843999999999999,9.656,9.781,6.906000000000001,0.0,9.219,-9.375,-9.875,-9.594,2.656,-7.5,8.531,7.218999999999999,8.781,9.656,9.75,8.625,4.593999999999999,9.75,9.5,9.937999999999999,9.812000000000001,3.062,5.812,8.062000000000001,8.594,8.937999999999999,-5.188,-7.188,7.093999999999999,9.687999999999999,8.094,4.281000000000001,8.25,7.343999999999999,3.281,3.469,4.625,9.75,5.0,8.469,5.843999999999999,7.438,-9.406,-6.906000000000001,9.344,9.187999999999999,9.625,9.281,-9.5
311,311,,,,,-9.844,,-9.875,-9.812000000000001,,,,,-9.844,,-9.875,-9.875,-9.906,-9.906,-9.906,-9.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,313,,,,,-8.719,,6.343999999999999,-1.469,,,,,3.062,,-6.188,-1.969,8.719,-0.21899999999999997,4.875,-7.218999999999999,8.031,,,,,,6.0,,5.562,,-0.812,9.375,,,7.875,1.5,,,,,,,,,,,,,3.344,6.562,,,2.25,-6.531000000000001,,,-9.625,-5.188,-9.0,-7.5,,,2.219,3.094,,,,,,,,2.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,314,,,,,6.718999999999999,,-5.093999999999999,-6.968999999999999,,,,,-9.812000000000001,,-9.781,-9.469,-9.656,-9.437999999999999,9.406,-9.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.469,,-9.375,,-9.719,9.687999999999999,,-9.875,,,,,,,,,,,,,,,,,,
315,315,,,,,-9.719,,0.938,-9.719,,,,,-7.281000000000001,,-6.562,-9.469,-9.719,-9.625,-8.844,-5.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.687999999999999,,,-9.687999999999999,-9.5,,-9.656,-9.594,,,,,,,,,,,,,,,,,,,,,,,,,,
316,316,,,,,-4.875,,-2.281,-0.875,,,,,0.625,,2.281,2.812,-2.438,2.281,3.562,-2.125,,,,,,,-6.718999999999999,,,,,-3.375,,,4.688,4.281000000000001,,,,,,,,,,,,,-6.75,2.344,,,3.812,-2.219,,,,,,,,0.7809999999999999,,,,-6.812,,7.156000000000001,,,,-6.656000000000001,,,,-2.688,,,,,,,,2.281,-3.75,2.281,,,4.406000000000001,-3.0,,,,,1.875,,,-0.43799999999999994,2.094,-7.093999999999999
317,317,,,,,3.938,,6.656000000000001,-3.219,,,,,5.781000000000001,,8.406,-6.218999999999999,5.625,1.406,-3.125,-5.593999999999999,-2.312,,,,,,1.031,,6.062,,1.406,8.0,,,9.031,0.094,,,,,,,,,,,,,2.625,8.031,,,6.5,4.281000000000001,,,,,,,,,,,,-5.281000000000001,,,7.938,,,6.375,,,,,,,,,,,,,,,,,6.968999999999999,,,,,,,,,,,
320,320,,,,,2.75,,-1.6880000000000002,7.656000000000001,,,,,2.938,,-0.281,6.938,7.218999999999999,6.406000000000001,8.437999999999999,8.406,9.25,-0.375,4.218999999999999,0.156,5.968999999999999,1.4380000000000002,8.906,2.562,1.5619999999999998,2.0,2.375,1.062,6.906000000000001,8.219,3.25,8.906,-3.844,3.031,9.875,9.75,4.812,-2.281,9.75,2.062,1.8119999999999998,9.344,1.844,1.094,6.781000000000001,6.781000000000001,0.125,7.531000000000001,9.094,2.469,3.625,1.406,9.75,7.75,0.875,9.719,3.125,9.125,4.781000000000001,1.0,-0.531,6.062,9.062000000000001,9.344,4.843999999999999,4.343999999999999,9.719,7.375,9.812000000000001,1.094,6.718999999999999,6.688,9.75,7.812,2.656,9.844,9.031,9.406,6.031000000000001,9.875,3.312,6.468999999999999,7.593999999999999,7.781000000000001,9.094,9.156,9.437999999999999,8.125,0.594,6.125,6.906000000000001,5.343999999999999,8.437999999999999,9.969,9.937999999999999,1.0
325,325,,,,,-2.969,,1.156,4.25,,,,,-0.625,,-6.5,6.218999999999999,-3.812,2.688,4.343999999999999,-3.438,8.125,2.031,8.812000000000001,-2.438,1.219,6.218999999999999,3.062,3.719,9.0,3.938,6.688,6.281000000000001,3.969,8.375,6.843999999999999,2.688,0.312,3.594,2.438,1.031,2.562,-0.312,4.531000000000001,2.531,1.844,9.562000000000001,8.875,8.0,8.406,6.843999999999999,0.312,-4.375,5.031000000000001,3.844,-3.125,8.437999999999999,9.844,-1.062,2.969,1.719,9.062000000000001,7.188,7.218999999999999,1.125,5.718999999999999,3.812,2.312,-6.343999999999999,3.531,2.406,9.0,3.781,1.719,-1.25,-4.593999999999999,5.656000000000001,2.75,1.75,2.562,2.188,-5.718999999999999,9.469,3.219,-3.375,0.406,-0.5,8.25,-3.938,7.688,3.875,6.281000000000001,2.656,3.625,9.375,7.968999999999999,8.375,8.625,5.688,-0.094,1.781
326,326,,,,,-5.625,,8.0,-1.0,,,,,6.0,,8.156,-4.688,-3.5,8.469,9.906,9.406,,3.438,5.093999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,,,,,-7.125,,5.468999999999999,-9.5,,,,,3.375,,7.093999999999999,-3.906,9.937999999999999,9.656,-9.719,8.406,,,,,,,9.781,,8.687999999999999,,,9.687999999999999,,9.656,9.906,6.281000000000001,-0.469,,,,-9.344,,9.625,8.625,9.937999999999999,,,,9.75,-0.062,-4.656000000000001,,,,,,,,,,,-7.312,,,,,,,,,,,,,,,,,,,,,,,,,,,4.906000000000001,,,,,,,,,,,
329,329,,,,,-3.656,,-9.75,-10.0,,,,,-9.875,,-9.875,-6.438,6.843999999999999,-9.687999999999999,-2.688,-7.156000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.844,,,-9.25,-9.844,,,-3.812,-6.656000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
